시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,업무담당자,담당자전화번호,비고
안산시,준공,재건축,고잔연립1단지,경기도 안산시 단원구 고잔동 586,44269,1985~1988,50,723,33,582,108,,,1005,730,224,51,954,,557,397,,,51,,51,,1.05,2.5,739,707,조합,2010,2015,2010-08-02,,,2012-06-22,2016-01-05,2012-09-07,2010-11-19,2011-03-25,2013-03-04,2014-11-21,2015-06-23,2016-02-25,2016-02-26,2018-10-30,2019-05-01,준공,신미영,031-481-2386,
안산시,준공,재건축,중앙주공1단지,경기도 안산시 단원구 고잔동 532,50719,1983,25,500,,,500,,,1152,506,646,,1152,,545,573,34,,,,,,0.86,2.67,510,503,조합,2002,2017,2006-09-15,,,2008-01-28,2014-12-24,2003-12-31,,2003-12-17,2011-12-05,2013-09-16,2014-10-08,2015-11-27,2015-12-02,2018-11-14,2019-02-13,준공,추재철,031-481-2388,
안산시,준공,재건축,중앙주공2단지,경기도 안산시 단원구 고잔동 538,56702,1984,22,450,,,450,,,990,450,540,,990,,,658,332,,,,,,0.63,2.59,457,457,조합,2003,2017,2006-09-15,,,2008-03-03,2013-05-21,2003-12-18,2004-04-29,2005-05-02,2009-07-24,2013-07-24,2014-09-24,2015-07-31,2015-08-04,2018-04-27,,준공,류동구,031-481-2398,
안산시,준공,재건축,군자주공5단지,경기도 안산시 단원구 초지동 603-1,22924,1983,11,400,200,200,,,,469,394,75,,469,,62,403,4,,,,,,0.88,2.4,386,386,조합,2003,2015,2006-09-15,,,2009-09-28,2011-08-22,2003-12-15,2004-05-11,2005-05-02,2010-05-27,2011-08-23,2012-06-07,2015-10-28,2015-10-30,2018-05-30,2018-12-19,준공,류동구,031-481-2398,
안산시,준공,재건축,동명아파트,경기도 안산시 단원구 선부동 1082,30380,1989,19,600,,600,,,,766,766,,,766,,382,384,,,,,,,1.25,2.49,829,829,조합,2000,2010,,,,2005-09-20,,,,2000-06-13,2002-12-31,2005-10-07,2008-02-04,2008-08-21,,2010-12-28,2011-03-21,준공,추재철,031-481-2388,
안산시,예정구역,재건축,성포예술인,경기도 안산시 성포동 583,71800,1985,17,1485,,3,1482,,,,,,,,,,,,,,,,,2.26,2.5,1485,,,,,2006-09-15,2012-09-15,,,,,2017-11-27,,,,,,,,,안전진단 미통과,김병식,031-481-2405,
안산시,예정구역,재건축,주공10단지,경기도 안산시 성포동 584,73400,1987,15,1380,,1380,,,,,,,,,,,,,,,,,,1.72,2.6,1380,,,,,2013-04-25,2015-04-25,,,,,,,,,,,,,,안전진단 미통과,김병식,031-481-2405,
안산시,추진위원회,재건축,고잔연립3,경기도 안산시 고잔동 665-1,47418,1989~1992,43,768,,653,115,,,1030,1030,,,1030,,,,,,,,,,1.24,2.4,771,,추진위,,,2013-04-25,2017-04-25,,2020-08-26,,2020-09-29,2017-05-10,2017-08-18,,,,,,,,조합설립인가 준비 중,추재철,031-481-2388,
안산시,예정구역,재건축,고잔연립5,경기도 안산시 고잔동 610,69800,1989~1994,59,1072,18,840,214,,,,,,,,,,,,,,,,,1.22,2.4,1072,,,,,2013-04-25,2019-04-25,,,,,2019-12-13,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
안산시,예정구역,재건축,고잔연립6,경기도 안산시 고잔동 612,26700,1990~1992,22,410,,265,145,,,,,,,,,,,,,,,,,1.39,2.4,410,,,,,2013-04-25,2019-04-25,,,,,2019-12-13,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
안산시,추진위원회,재건축,고잔연립7,경기도 안산시 고잔동 613-1,27627,1990,24,413,20,319,74,,,593,593,,,593,,,,,,,,,,1.19,2.4,413,,추진위,,,2013-04-25,2017-04-25,,2020-08-26,,2020-09-29,2017-05-15,2017-08-18,,,,,,,,조합설립인가 준비 중,주상철,031-481-2909,
안성시,추진위원회,재개발,신건지동 1구역,경기도 안성시 신건지동 8,11203,1981~1993,18,214,,214,,,,199,199,,,199,,153,46,,,,,,,2.2,2,175,,추진위,2013,,,,2011-01-11,2012-12-31,,2013-06-26,,,,,,,,,,조합설립인가 준비 중,조재성,031-678-3022,
안양시,착공,재개발,융창아파트 주변,경기도 안양시 동안구 호계2동 929,107768,1978~2004,329,1561,761,447,312,25,16,2417,1288,933,196,2221,,1212,1009,,,196,134,62,,100~200%,2.68,1290,1223,조합,2011,2022,2006-08-07,,2011-05-18,2011-05-18,2019-03-28,2006-08-22,,,2011-11-14,2018-05-29,2019-07-29,2021-05-31,2021-06-24,,,착공,김종곤,031-8045-2374,
안양시,관리처분,주거환경개선,냉천,경기도 안양시 만안구 안양5동 618,119122,1971~2002,440,1771,726,697,229,98,21,2329,750,1391,188,2141,,953,1131,57,,188,91,97,,100~200%,2.7,873,,경기주택도시공사,2006,2024,2006-08-07,,2009-10-09,2009-11-13,2021-05-21,,,,,2019-03-28,2020-02-28,,,,,이주 및 철거 중,윤덕열,031-8045-2747,
안양시,준공,재건축,주공아파트주변(단독주택),경기도 안양시 동안구 호계1동 981,11094,1984,48,48,,5,8,11,24,200,58,142,,200,,116,84,,,,,,,100~200%,2.65,51,42,조합,2011,2018,2006-08-07,,,2011-07-28,2018-09-10,2011-11-23,2008-04-25,2008-11-17,2012-06-12,2014-01-28,2014-10-23,2015-11-06,2015-11-19,2018-03-30,2018-09-14,이전고시,권지영,031-8045-5639,
안양시,준공,재건축,박달1동 연합지구,경기도 안양시 만안구 박달1동 37,18784,1984,63,313,,125,125,63,,392,230,130,32,360,,48,236,76,,32,,32,,1.28,2.62,271,230,조합,2005,2009,,,,2005-12-19,,,1999-10-01,1999-11-01,2003-06-24,2006-04-24,2006-10-27,2007-09-21,2009-11-12,2009-12-02,2010-05-19,이전고시,권지영,031-8045-5639,
안양시,예정구역,재건축,석수럭키아파트,경기도 안양시 만안구 석수동 296,30231,1987,11,735,,,,,,,,,,,,,,,,,,,,2.357,2.7,,,,,,2020-03-09,2022-06-01,,,,,2020-07-07,,,,,,,,,정비예정구역 고시,고병천,031-8045-2399,
안양시,예정구역,재건축,진흥5차아파트,경기도 안양시 만안구 안양동 908-4,18384,1987,7,432,,,,,,,,,,,,,,,,,,,,1.835,2.5,,,,,,2020-03-09,2022-06-01,,,,,2020-07-08,,,,,,,,,정비예정구역 고시,권지영,031-8045-5639,
안양시,예정구역,재건축,벽산아파트,경기도 안양시 만안구 안양동 627-72,12412,1985,5,275,,,,,,,,,,,,,,,,,,,,2.287,270%/800%,,,,,,2020-03-09,2022-06-01,,,,,2020-07-24,,,,,,,,,정비예정구역 고시,이소영,031-8045-5065,
안양시,예정구역,재건축,호계럭키아파트,경기도 안양시 동안구 호계동 570,41517,1992,13,794,,,,,,,,,,,,,,,,,,,,2.109,2.5,,,,,,2020-03-09,2022-06-01,,,,,,,,,,,,,,정비예정구역 고시,고병천,031-8045-2399,
안양시,추진위원회,재건축,현대아파트,경기도 안양시 동안구 관양1동 1396,62557,1985,12,904,,,,456,448,1305,1305,,,1305,,,,,,,,,,1.86,2.7,976,,,2020,,2017-12-07,2020-09-22,2020-09-22,2020-09-22,,2020-11-11,2017-04-04,2018-08-20,,,,,,,,조합설립추진위원회 승인,고병천,031-8045-2399,
안양시,사업시행,재개발,상록,경기도 안양시 만안구 안양8동 398-32,69950,평균 1986,350,1103,549,270,221,42,21,1713,1426,,287,1426,,,1426,,,287,287,,,100~200%,2.5,739,716,조합,2008,2023,2006-08-07,,2008-08-01,2008-12-08,2018-12-28,2006-08-16,,,2009-05-19,2021-06-28,,,,,,사업시행인가,이수영,031-8045-5642,
안양시,조합설립,재건축,박달신한아파트,경기도 안양시 만안구 박달2동 111-1,19457,1986,11,370,,,370,,,507,370,137,,507,,311,196,,,,,,,1.48,2.7,377,328,조합,2015,2023,2010-05-27,2012-12-31,2014-10-17,2015-04-01,2020-05-15,2016-03-24,2013-01-18,2013-05-28,2019-04-26,,,,,,,사업시행계획인가 준비 중,이수진,031-8045-5639,
안양시,조합설립,재건축,미륭아파트,경기도 안양시 동안구 비산2동 406,28377,1979,8,576,,,72,504,,702,584,97,21,681,,503,178,,,21,,21,,2.55,3,587,584,조합,2012,2025,2006-08-07,,2012-01-30,2012-07-10,2020-02-12,2003-10-08,2000-12-12,2001-02-21,2016-10-12,,,,,,,사업시행계획인가 중,이수진,031-8045-5639,
안양시,사업시행,재개발,안양역세권,경기도 안양시 만안구 안양2동 841-5,27385,1943~2014,87,449,89,268,69,19,4,853,411,408,34,819,14,595,210,,,34,34,,,100~200%,4.35,449,413,조합,2015,2025,2014-10-21,,2015-06-05,2015-08-07,2017-11-22,2016-01-08,,,2016-12-27,2020-02-04,,,,,,관리처분계획인가 준비 중,김우공,031-8045-5282,
안양시,관리처분,재개발,호계온천 주변,경기도 안양시 동안구 호계2동 915,41856,평균 1990,92,538,259,140,108,23,8,1011,457,408,146,865,18,416,431,,,146,146,,,100~200%,2.98,512,438,조합,2013,2024,2006-08-07,,2012-10-24,2013-02-28,2017-08-18,2006-08-16,,,2014-10-30,2019-03-25,2020-03-04,,,,,이주 및 철거 중,김우공,031-8045-5282,
안양시,착공,재개발,비산1동주민센터 주변,경기도 안양시 동안구 비산1동 554,5135,1983/1989,19,137,,136,,,1,230,119,111,,230,,92,138,,,,,,,100~200%,4.5,139,134,조합,2015,2023,2014-10-21,,2015-06-05,2015-10-08,,2015-12-15,,,2016-06-21,2019-01-31,2020-05-23,2020-08-25,2020-09-11,,,착공,김민중,031-8045-2382,
안양시,관리처분,재건축,뉴타운맨션 삼호아파트,경기도 안양시 동안구 비산3동 354-10,118751,1981/1985,18,2052,,,731,997,324,2618,1999,524,95,2523,,729,1456,338,,95,,95,,170~190%,3,2007,2002,조합,2012,2024,2006-08-07,,2011-12-07,2012-06-11,2019-11-18,2012-11-22,2010-04-09,2011-01-27,2016-05-04,2020-01-14,2021-02-09,,,,,이주 준비,이수진,031-8045-5639,
안양시,사업시행,재건축,향림아파트,경기도 안양시 만안구 안양동43-1,8497,1981,6,,,250,,,1,271,198,73,,271,19,252,,,,,,,,1.35,2.7,213,198,조합,2020,2026,2019-09-07,,,,,2011-05-09,,2003-02-19,2013-03-25,2020-08-13,,,,,,분양신청 준비단계,권지영,031-8045-5639,
안양시,착공,재개발,비산초교 주변,경기도 안양시 동안구 비산3동 281-1,114550,1976~2007,292,1950,925,545,375,63,42,2739,1694,706,339,2400,,1457,931,12,,339,206,133,,100~200%,2.86,2045,1666,조합,2015,2023,2010-05-27,2012-02-01,2014-09-05,2015-01-30,2020-01-18,2015-09-14,,,2016-05-24,2019-02-28,2020-01-15,2021-05-28,,,,착공,김민중,031-8045-2382,
안양시,착공,재개발,덕현,경기도 안양시 동안구 호계1동 992,116666,1975~2007,354,2559,1280,718,447,89,25,2886,1221,1339,326,2560,31,1240,1199,90,,326,311,15,,100~200%,2.9,1499,1221,조합,2010,2023,2006-08-07,,2010-07-23,2010-07-23,2018-10-29,2007-12-10,,,2012-02-21,2015-07-23,2017-02-27,2020-10-22,,,,착공,이수영,031-8045-5642,
안양시,관리처분,재건축,진흥아파트,경기도 안양시 만안구 안양1동 97-3,109172,1983/1985,50,1998,49,430,1519,,,2723,1985,738,,2723,,1541,1146,36,,,,,,1.7,2.7,2052,2004,조합,2009,2023,2006-08-07,,2009-04-16,2009-08-06,2017-12-11,2007-02-28,2009-10-12,2010-02-04,2011-07-01,2016-09-08,2019-06-18,,,,,이주 중,권지영,031-8045-5639,
안양시,관리처분,재건축,삼신6차아파트,경기도 안양시 동안구 호계3동 651-1,14831,1984,18,332,72,248,12,,,456,246,191,19,437,,375,62,,,19,,19,,1.32,3,346,246,조합,2008,2024,2006-08-07,,,2008-01-28,2014-02-27,,2003-04-11,2003-05-30,2003-06-26,2009-04-27,2010-11-29,,,,,이주완료,이소영,031-8045-5065,
안양시,착공,재개발,삼영아파트 주변,경기도 안양시 만안구 안양2동 34-1,25158,평균 1984,102,519,260,156,103,,,558,263,250,45,513,10,276,227,,,45,45,,,100~200%,2.48,268,234,조합,2009,2022,2006-08-07,,2009-03-24,2009-12-02,2017-08-18,2006-08-18,,,2010-05-24,2016-12-07,2018-03-05,2019-10-08,2019-10-10,,,착공,김우공,031-8045-5282,
안양시,착공,재개발,예술공원입구 주변,경기도 안양시 만안구 안양2동 18-1,48205,평균 1986,175,405,203,122,80,,,1021,388,571,62,959,28,514,417,,,62,62,,,100~200%,2.51,405,374,조합,2010,2022,2006-08-07,,,2010-01-13,2016-03-28,2006-08-16,,,2011-07-12,2015-05-27,2016-11-25,2019-11-27,2019-12-03,,,착공,김인수,031-8045-2366,
안양시,착공,재개발,구사거리,경기도 안양시 동안구 호계3동 661-1,41951,평균 1985,116,620,310,186,124,,,855,372,414,69,786,40,245,501,,,69,40,29,,100~200%,2.63,585,353,조합,2009,2021,2006-08-07,,2009-03-11,2009-08-28,2016-08-18,2006-11-08,,,2010-10-12,2016-06-21,2017-03-30,2018-11-28,2018-12-03,,,착공,김인수,031-8045-2366,
안양시,착공,재개발,임곡3,경기도 안양시 동안구 비산1동 515-2,133418,1964~2006,427,2229,1115,635,446,24,9,2637,1438,1067,132,2505,325,1173,953,54,,132,132,,,100~200%,2.48,1463,1251,조합,2009,2021,2006-08-07,,,2009-12-30,2017-11-02,2007-06-19,,,2011-07-25,2015-09-22,2016-11-24,2018-12-17,2018-12-20,,,착공,김종곤,031-8045-2374,
안양시,준공,재개발,호원초등학교 주변,경기도 안양시 동안구 호계1동 956,184607,평균 1985,721,2585,1236,721,507,101,20,3850,1694,1963,193,3657,463,2026,1168,,,193,193,,,100~200%,2.65,1838,1500,조합,2010,2021,2006-08-07,,,2010-09-01,2015-11-16,2007-02-27,,,2012-05-29,2015-06-02,2016-04-22,2018-05-01,2018-05-24,2021-04-07,2021-04-28,"1,2획지 준공 및 3획지 착공 준비",김종곤,031-8045-2374,
안양시,준공,재개발,소곡지구,경기도 안양시 만안구 안양6동 585-2,66682,1971~2004,215,1068,534,294,214,26,,1394,484,796,114,1280,124,616,501,39,,114,114,,,100~200%,2.42,645,478,조합,2008,2021,2006-08-07,,2008-12-12,2008-12-12,,2006-08-16,,,2009-07-27,2010-12-06,2015-11-04,2018-05-29,2018-07-05,2021-02-25,,(부분)준공인가 상태로 기반시설 준공절차 진행중,이수영,031-8045-5642,
안양시,착공,재건축,진흥로얄아파트,경기도 안양시 동안구 비산2동 577-1,10431,1986,5,239,30,149,60,,,304,236,68,,304,,304,,,,,,,,150~199%,2.67,239,236,코리아신탁,2015,2021,2010-05-27,2012-12-31,2015-09-11,2015-12-03,2019-05-30,,2012-06-22,2013-04-19,2016-09-13,2017-11-06,2018-07-13,2019-05-31,2019-06-25,,,착공,이수진,031-8045-5639,
안양시,착공,재건축,비산2동주민자치센터주변,경기도 안양시 만안구 비산2동 419-30,52223,1980/1983,242,864,,510,212,66,76,1199,535,664,,1199,,484,567,148,,,,,,100~200%,3.07,811,541,조합,2008,2021,2006-08-07,,,2008-11-21,2019-01-25,2007-02-28,,2008-12-24,2009-09-29,2014-10-31,2017-03-13,2019-01-25,2019-02-19,,,착공,고병천,031-8045-2402,
안양시,준공,재개발,덕천,경기도 안양시 만안구 안양7동 148-1,257590,1975~2003,870,4910,2455,1470,922,63,,4250,3179,342,729,3521,,1308,1634,384,195,729,633,96,,100~200%,2.45,3669,3179,LH,2006,2016,2006-08-07,,,2006-09-07,2016-09-13,,,,,2008-12-31,2011-11-25,2014-04-02,2015-09-21,2016-10-26,2017-07-31,조합 청산절차 진행 중,윤덕열,031-8045-2747,
안양시,준공,재건축,청원아파트주변,경기도 안양시 만안구 안양2동 80-4,17749,1978,45,247,,141,104,2,,419,209,189,21,398,,240,156,2,,21,,21,,1.03,2.96,247,209,조합,2007,2019,2006-08-07,,,2007-09-27,2020-09-17,,,1997-11-30,1997-12-10,2009-03-31,2015-06-09,2016-08-26,2016-08-30,2019-01-25,2020-12-02,이전고시,이수진,031-8045-5639,
안양시,준공,재건축,호계주공아파트주변,경기도 안양시 동안구 호계1동 977,53382,1984,32,900,260,640,,,,1174,797,341,36,1138,,417,688,33,,36,,36,,0.92,2.74,900,789,조합,2009,2019,2006-08-07,,,2009-08-18,2019-05-22,2007-01-05,2008-04-25,2008-11-17,2010-12-13,2014-11-07,2015-10-26,2016-07-08,2016-07-13,2019-03-28,2019-09-10,이전고시,고병천,031-8045-2399,
안양시,준공,재건축,석수한신아파트주변지구,경기도 안양시 만안구 석수동 417-3,47177,1984,55,577,,210,325,42,,742,491,185,66,676,,193,135,348,,66,,66,,0.86,2.28,577,526,조합,2006,2010,2006-08-07,,,2006-08-22,2010-09-28,,2003-05-20,2003-06-26,2003-06-30,2007-04-10,2007-12-31,2008-08-13,2010-05-13,2010-09-29,2011-07-22,이전고시,권지영,031-8045-5639,
안양시,준공,재건축,백조아파트지구,경기도 안양시 만안구 석수동 374-5,28130,1980,21,472,,236,236,,,542,466,19,57,485,,129,356,,,57,,57,,0.98,2.29,479,469,조합,2005,2009,,,,2005-09-05,2009-01-15,,,2002-02-27,2002-12-23,2005-10-27,2006-08-23,2007-04-18,2009-02-25,2009-06-29,2009-09-29,이전고시,권지영,031-8045-5639,
안양시,준공,재건축,석수주공2단지지구,경기도 안양시 만안구 석수3동 788,58936,1985,31,848,,424,424,,,1134,841,204,89,1045,,219,621,205,,89,,89,,0.81,2.85,863,757,조합,2005,2009,,,,2005-08-29,2009-09-09,,2001-09-27,2001-12-19,2002-12-06,2005-12-13,2006-09-04,2007-02-08,2009-11-05,2009-09-30,2010-02-23,이전고시,권지영,031-8045-5639,
안양시,준공,재건축,석수주공3단지지구,경기도 안양시 만안구 석수3동 787,28372,1985,11,425,,265,125,35,,553,440,67,46,507,,56,107,344,,46,,46,,0.88,2.49,446,446,조합,2005,2010,,,,2005-08-29,2010-02-04,,2001-11-29,2002-01-26,2002-06-25,2005-12-22,2006-10-27,2007-07-26,2010-02-25,2010-02-12,2010-04-30,이전고시,권지영,031-8045-5639,
안양시,준공,재건축,동삼아파트지구,경기도 안양시 만안구 석수2동 485-8,11850,1984,9,224,,,224,,,281,144,127,10,271,,30,241,,,10,,10,,1.33,2.53,230,144,조합,2005,2011,,,,2005-05-02,2011-10-24,2003-12-09,2003-06-26,2003-10-02,2005-05-03,2005-10-25,2007-11-12,2009-03-24,2011-08-22,2011-10-27,2012-01-03,이전고시,권지영,031-8045-5639,
안양시,예정구역,재건축,프라자아파트,경기도 안양시 만안구 안양동 762-2,27125,1987,17,658,,,,,,,,,,,,,,,,,,,,2.109,260%/270%,,,,,,2020-03-09,2022-06-01,,,,,2020-07-22,,,,,,,,,정비예정구역 고시,이수진,031-8045-5639,
안양시,관리처분,재개발,화창,경기도 안양시 만안구 석수2동 348,22846,평균 1985,83,359,180,108,51,11,9,483,443,,40,443,,339,104,,,40,40,,,100~200%,2.37,225,222,조합,2009,2022,2006-08-07,,2009-06-29,2009-12-29,2017-12-18,2006-08-16,,,2010-11-25,2019-03-29,2020-12-28,,,,,이주 및 철거 중,김인수,031-8045-2366,
양주시,예정구역,재개발,신산1,경기도 양주시 남면 신산리 285-75,32400,1983~1993,100,100,,,34,66,,,,,,,,,,,,,,,,2.5,220~250%,150,,,,,2011-05-20,2016-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
양주시,예정구역,재개발,덕계1,경기도 양주시 덕계동 614-29,35900,1983~1993,80,80,,,33,47,,,,,,,,,,,,,,,,2,200~230%,150,,,,,2011-05-20,2016-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
양주시,예정구역,도시환경,신산2,경기도 양주시 남면 신산리 285-129,28300,1983~1993,99,99,,,66,33,,,,,,,,,,,,,,,,2,900~1100%,150,,,,,2011-05-20,2016-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
양주시,예정구역,재개발,덕계5,경기도 양주시 덕계동 411-96,23700,1983~1993,105,105,,,30,75,,,,,,,,,,,,,,,,2,200~230%,150,,,,,2011-05-20,2020-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
양주시,예정구역,재개발,덕계4,경기도 양주시 덕계동 452-1,14700,1983~1993,61,61,,,12,49,,,,,,,,,,,,,,,,2.5,220~250%,150,,,,,2011-05-20,2016-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
양주시,예정구역,재개발,덕계2,경기도 양주시 덕계동 634,39200,1983~1993,88,88,,,60,28,,,,,,,,,,,,,,,,200~250%,203~233%,150,,,,,2011-05-20,2016-12-31,,,,,,,,,,,,,,정비예정구역 고시,송용재,031-8082-6561,
오산시,준공,주거환경관리,오매장터,경기도 오산시 오산동 354-4,56782,1945~2015,187,433,433,,,,,,,,,,,,,,,,,,,180%/800%,,391,,市,2013,2020,,,2015-04-29,2016-01-08,,,,,,,,2017-11-30,,2020-12-31,,사업완료,김찬중,031-8036-7773,
오산시,사업시행,도시환경,오산경일신안,경기도 오산시 원동 785-1,5330,1978,11,110,,110,,,,515,110,405,,515,272,24,219,,,,,,,6,6.45,109,,토지등소유자,2016,2021,,,,2017-08-16,,,,,,2018-09-12,,,,,,사업시행인가,류상범,031-8036-7774,
용인시,예정구역,주거환경개선,김량장1,경기도 용인시 처인구 김량장동 226-6,46700,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,재건축,처인5,경기도 용인시 처인구 유방동 1007-50,9999,1995,3,,,,,,,,,,,,,,,,,,,,,2.86,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,기흥2,경기도 용인시 기흥구 구갈동 385-1,20445,1993,7,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2013-10-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,기흥5,경기도 용인시 기흥구 구갈동 384-1,13638,1992,3,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,기흥8,경기도 용인시 기흥구 신갈동 14-4,7138,1995,2,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,수지3,경기도 용인시 수지구 풍덕천동 692-1,16739,1995,5,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2015-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지6,경기도 용인시 수지구 풍덕천동 664,59946,1994,10,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,032-625-3744,
용인시,예정구역,재건축,수지10,경기도 용인시 수지구 풍덕천동 703,29513,1995,5,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,사업시행,주거환경개선,마평1,경기도 용인시 처인구 마평동 732,40512,1970~,96,352,352,,,,,,,,,,,,,,,,,,,2.3,2.3,223,,市,2015,,2011-01-24,2020-12-31,2015-08-12,2016-02-23,,,,,,2017-12-27,,,,,,공사 중,박상준,031-324-2408,
용인시,준공,재건축,신갈주공아파트(기흥2구역),경기도 용인시 기흥구 신갈동 733,31607,1990,14,560,560,,,,,612,515,97,,612,,52,463,97,,,,,,0.87,2.49,572,550,조합,2003,2013,2007-01-22,,,2007-12-03,,2003-12-15,,2005-09-07,2008-07-03,2009-06-22,2010-02-05,2011-05-03,2013-05-14,2013-09-03,2014-03-03,준공,박상준,031-324-2408,
용인시,예정구역,재개발,삼가1,경기도 용인시 처인구 삼가동 110,16000,1986,34,145,145,,,,,,,,,,,,,,,,,,,2.4,230~250%,145,,,,,2007-01-22,2015-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,재개발,삼가2,경기도 용인시 처인구 삼가동 216,16000,1986,32,53,53,,,,,,,,,,,,,,,,,,,2.4,230~250%,53,,,,,2007-01-22,2015-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,재개발,용인3(역북1),경기도 용인시 처인구 역북동 454,40489,1986,119,562,562,,,,,,,,,,,,,,,,,,,2.4,180~250%,562,,,,,2011-01-24,2015-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,주거환경개선,마평2,경기도 용인시 처인구 마평동 612-4,25400,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,주거환경개선,고림2,경기도 용인시 처인구 고림동 794-29,40900,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,주거환경개선,마북1,경기도 용인시 기흥구 마북동 295-7,20100,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,박상준,031-324-2408,
용인시,예정구역,재건축,처인1,경기도 용인시 처인구 김량장동 201-3,10230,1985,4,,,,,,,,,,,,,,,,,,,,,0.58,2,,,,,,2021-03-15,2015-10-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,처인2,경기도 용인시 처인구 마평동 605-1,8403,1993,2,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,처인3,경기도 용인시 이동읍 천리 118-1,6718,1993,1,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,처인4,경기도 용인시 처인구 유방동 1007-1,9928,1994,4,,,,,,,,,,,,,,,,,,,,,2.71,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
